번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,위도,경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치유형,화장실입구CCTV설치유무,기저귀교환대장소,리모델링연월,데이터기준일자
1132,개방화장실,진남체육공원 유도장,전남 여수시 진남체육관길 74(오림동),전남 여수시 오림동 104,N,2,4,0,0,0,0,3,0,0,여수시(체육지원과),061-)659-4679,07:00~ 23:00,Jan-90,,,,,,,,,,
1133,개방화장실,진남체육공원 진남체육관,전남 여수시 진남체육관길 74(오림동),전남 여수시 오림동 104,N,15,28,4,4,0,0,20,2,0,여수시(체육지원과),061-)659-4679,07:00~ 23:00,Jan-90,,,,,,,,,,
1134,개방화장실,진남체육공원 복합구장,전남 여수시 진남체육관길 74(오림동),전남 여수시 오림동 104,N,1,1,0,0,0,0,2,0,0,여수시(체육지원과),061-)659-4679,07:00~ 23:00,Jan-19,,,,,,,,,,
1135,개방화장실,진남체육공원 국장장,전남 여수시 진남체육관길 74(오림동),전남 여수시 오림동 104,N,2,4,0,0,0,0,3,0,0,여수시(체육지원과),061-)659-4679,07:00~ 23:00,Jan-99,,,,,,,,,,
1136,공중화장실,미평공원,전남 여수시 미평동 400-2,전남 여수시 미평동 400-2,N,3,3,1,0,0,0,6,1,0,여수시(공원과),061-659-4628,24시간,Jan-17,,,,,,,,,,
1137,공중화장실,봉산공원,전남 여수시 봉산남3길 17-22,전남 여수시 봉산동 265-1,N,6,10,0,0,0,0,10,0,0,여수시(공원과),061-659-4628,24시간,Jan-00,,,,,,,,,,
1138,공중화장실,죽림 근린공원,전남 여수시 소라면 죽림리 1169,전남 여수시 소라면 죽림리 1169,N,1,1,1,0,0,0,3,1,0,여수시(공원과),061-659-4628,24시간,Jan-11,,,,,,,,,,
1139,공중화장실,항호어린이공원,전남 여수시 소호2길 14-1,전남 여수시 소호동 1205,N,2,2,1,0,0,0,2,1,0,여수시(공원과),061-659-4628,24시간,Jan-04,,,,,,,,,,
1140,공중화장실,월하공원,전남 여수시 신기동 132,전남 여수시 신기동 132,N,1,1,0,0,0,0,1,0,0,여수시(공원과),061-659-4628,24시간,Jan-04,,,,,,,,,,
1141,공중화장실,거북선공원(체육관 옆),전남 여수시 학동 162,전남 여수시 학동 162,N,2,4,1,0,0,0,6,1,0,여수시(공원과),061-659-4628,24시간,Jan-02,,,,,,,,,,
1142,공중화장실,거북선공원(정문옆),전남 여수시 학동 162,전남 여수시 학동 162,N,3,4,0,0,0,0,3,1,0,여수시(공원과),061-659-4628,24시간,Jan-14,,,,,,,,,,
1143,공중화장실,들몰공원,전남 여수시 신기동 5,전남 여수시 신기동 5,N,1,1,1,0,0,0,1,1,0,여수시(공원과),061-659-4628,24시간,Jan-04,,,,,,,,,,
1144,공중화장실,신기7어린이공원,전남 여수시 신기북3길 20,전남 여수시 신기동 35,N,2,1,0,0,0,0,2,1,0,여수시(공원과),061-659-4628,24시간,Jan-98,,,,,,,,,,
1145,공중화장실,안산소공원,전남 여수시 안산동 459,전남 여수시 안산동 459,N,1,1,0,0,0,0,2,0,0,여수시(공원과),061-659-4628,24시간,Jan-04,,,,,,,,,,
1146,공중화장실,동동공원,전남 여수시 안산동 735,전남 여수시 안산동 735,N,3,2,1,0,0,0,7,1,0,여수시(공원과),061-659-4628,24시간,Jan-04,,,,,,,,,,
1147,공중화장실,청소년문화공원,전남 여수시 웅천동 1684,전남 여수시 웅천동 1684,N,4,3,1,0,0,0,8,1,0,여수시(공원과),061-659-4628,24시간,Jan-10,,,,,,,,,,
1148,공중화장실,웅천친수공원,전남 여수시 예울마루로 37-40,전남 여수시 웅천동 1692,N,4,3,0,0,0,0,6,1,0,여수시(공원과),061-659-4628,24시간,Jan-10,,,,,,,,,,
1149,공중화장실,웅천못공원,전남 여수시 웅천동 1836,전남 여수시 웅천동 1836,N,3,3,1,0,0,0,6,1,0,여수시(공원과),061-659-4628,24시간,Jan-16,,,,,,,,,,
1150,공중화장실,이순신공원 대형화장실,전남 여수시 웅천동 1865-1,전남 여수시 웅천동 1865-1,N,3,3,1,0,0,0,10,1,0,여수시(공원과),061-659-4628,24시간,Jan-16,,,,,,,,,,
1151,공중화장실,이순신공원 바다화장실,전남 여수시 웅천동 1865-1,전남 여수시 웅천동 1865-1,N,2,3,1,0,0,0,8,1,0,여수시(공원과),061-659-4628,24시간,Jan-16,,,,,,,,,,
1152,공중화장실,자산공원 충무정옆,전남 여수시 자산공원길 88,전남 여수시 종화동 3,N,2,1,0,0,0,0,4,1,0,여수시(공원과),061-659-4628,24시간,Jan-16,,,,,,,,,,
1153,공중화장실,용기공원,전남 여수시 학동 201,전남 여수시 학동 201,N,2,2,0,0,0,0,2,1,0,여수시(공원과),061-659-4628,24시간,Jan-00,,,,,,,,,,
1154,공중화장실,선사유적공원,전남 여수시 화장동 945-1,전남 여수시 화장동 945-1,N,2,3,0,0,0,0,4,1,0,여수시(공원과),061-659-4628,24시간,Jan-04,,,,,,,,,,
1155,개방화장실,여수우체국,전남 여수시 흥국로 24,전남 여수시 학동 73-1,N,2,3,1,1,0,0,3,1,0,여수우체국,061-660-3003,09:00~18:00,Jan-94,,,,,,,,,,
1156,개방화장실,여수개도우체국,전남 여수시 화정면 개도화산1길6,전남 여수시 화정면 개도리 504,Y,0,1,0,0,0,0,1,0,0,여수개도우체국,061-666-8600,07:00~17:00,Jan-79,,,,,,,,,,
1157,개방화장실,거문도우체국,전남 여수시 삼산면 거문길 28-8,전남 여수시 삼산면 거문리 128-2,Y,0,1,0,0,0,0,1,0,0,거문도우체국,061-666-8000,08:00~17:00,Jan-87,,,,,,,,,,
1158,개방화장실,여수교동우체국,전남 여수시 충무로 46,전남 여수시 충무동 626,N,1,1,0,0,0,0,1,0,0,여수교동우체국,061-663-2100,09:00~18:00,Jan-85,,,,,,,,,,
1159,개방화장실,여수국동우체국,전남 여수시 신월로 629,전남 여수시 국동 1040,N,1,2,1,0,0,0,1,1,0,여수국동우체국,061-642-5391,09:00~18:00,Jan-03,,,,,,,,,,
1160,개방화장실,돌산우체국,전남 여수시 돌산읍 방답길 55-1,전남 여수시 돌산읍 군내리 326-3,N,1,2,0,0,0,0,1,0,0,돌산우체국,061-644-1100,09:00~18:00,Jan-01,,,,,,,,,,
1161,개방화장실,여수문수동우체국,전남 여수시 좌수영로 321,전남 여수시 문수동 49-3,N,1,1,0,0,0,0,0,1,0,여수문수동우체국,061-651-2100,09:00~18:00,Jan-85,,,,,,,,,,
1162,개방화장실,여수미평동우체국,전남 여수시 미평로 67,전남 여수시 미평동 280-10,N,1,1,0,0,0,0,1,0,0,여수미평동우체국,061-652-6001,09:00~18:00,Jan-93,,,,,,,,,,
1163,개방화장실,여수봉산동우체국,전남 여수시 어항로 37,전남 여수시 봉산동 279-8,N,1,1,0,0,0,0,1,0,0,여수봉산동우체국,061-643-6105,09:00~18:00,Jan-80,,,,,,,,,,
1164,개방화장실,여수선원동우체국,전남 여수시 화산로 102,전남 여수시 선원동 1285-1,N,1,1,0,0,0,0,0,1,0,여수선원동우체국,061-681-3617,09:00~18:00,Jan-95,,,,,,,,,,
1165,개방화장실,여수소라우체국,전남 여수시 소라면 덕양로 445-1,전남 여수시 소라면 덕양리 1288,N,0,1,1,0,0,0,0,1,0,여수소라우체국,061-683-8002,09:00~18:00,Jan-50,,,,,,,,,,
1166,개방화장실,여수소호동우체국,전남 여수시 소호로 506,전남 여수시 소호동 1210-1,N,2,2,0,0,0,0,2,0,0,여수소호동우체국,061-684-0521,09:00~18:00,Jan-99,,,,,,,,,,
1167,개방화장실,여수신기동우체국,전남 여수시 신기동 새터로 47,전남 여수시 신기동 74-2,N,0,1,1,0,0,0,0,1,0,여수신기동우체국,061-681-2015,09:00~18:00,Jan-93,,,,,,,,,,
1168,개방화장실,여수여서동우체국,전남 여수시 여서1로 95-3,전남 여수시 여서동 223-6,N,1,2,0,0,0,0,1,0,0,여수여서동우체국,061-651-9120,09:00~18:00,Jan-90,,,,,,,,,,
1169,개방화장실,연도우체국,전남 여수시 남면 연도서부길22,전남 여수시 남면 연도리 1619-9,Y,0,1,0,0,0,0,1,0,0,연도우체국,061-665-9600,08:00~17:00,Jan-86,,,,,,,,,,
1170,개방화장실,율촌우체국,전남 여수시 율촌면 동산개길 19,전남 여수시 율촌면 조화리 219-9,N,1,1,0,0,0,0,0,1,0,율촌우체국,061-682-7000,09:00~18:00,Jan-09,,,,,,,,,,
1171,개방화장실,여수죽포우체국,전남 여수시 돌산읍 향일암로 958,전남 여수시 돌산읍 죽포리 875-2,N,0,1,1,0,0,0,0,1,0,여수죽포우체국,061-644-3600,09:00~18:00,Jan-16,,,,,,,,,,
1172,개방화장실,초도우체국,전남 여수시 삼산면 의성길24,전남 여수시 삼산면 초도리 산 1359-2,Y,0,1,0,0,0,0,1,0,0,초도우체국,061-665-8500,08:00~17:00,Jan-89,,,,,,,,,,
1173,개방화장실,여수화양우체국,전남 여수시 화양면 나진길 8,전남 여수시 화양면 나진리 484-1,Y,0,1,0,0,0,0,1,0,0,여수화양우체국,061-682-6000,09:00~18:00,Jan-85,,,,,,,,,,
1174,개방화장실,화정우체국,전남 여수시 화정면 백야2길 7,전남 여수시 화정면 백야리95-5,Y,1,0,0,0,0,0,0,0,0,화정우체국,061-685-3200,09:00~18:00,Jan-90,,,,,,,,,,
1175,개방화장실,여수동문동우체국,전남 여수시 동문로 52,전남 여수시 관문동 299-1,N,1,2,0,1,0,0,1,0,0,여수동문동우체국,061-662-3602,09:00~18:00,Jan-12,,,,,,,,,,
1176,개방화장실,여수남면우체국,전남 여수시 남면 내외진안길 13,전남 여수시 남면 우학리 657,N,0,1,1,0,0,0,0,1,0,여수남면우체국,061-665-9500,08:00~17:00,Jan-13,,,,,,,,,,
1177,개방화장실,여수삼일동우체국,전남 여수시 여수산단로 274-5,전남 여수시 월하동 1147-4,N,0,1,1,0,0,0,0,1,0,여수삼일동우체국,061-685-5000,09:00~18:00,Jan-15,,,,,,,,,,
1178,개방화장실,여수지방해양수산청,전남 여수시 여서1로 107,전남 여수시 여서동 222번지,N,2,5,1,0,0,0,2,1,0,여수지방해양수산청,061-650-6020,09:00~18:00,Jan-87,,,,,,,,,,
1179,개방화장실,연안여객선터미널,전남 여수시 여객선터미널길 17,전남 여수시 교동 682-1,N,6,8,0,0,0,0,12,0,0,여수광양항만관리㈜,061-810-0120,05:00~18:00,Jan-10,,,,,,,,,,
1180,개방화장실,국민건강보험공단 여수지사,전남 여수시 여서로 86,전남 여수시 웅천동 1837,N,2,2,0,1,0,0,3,0,0,국민건강보험공단 여수지사,061-690-0612,09:00~18:00,Jan-17,,,,,,,,,,
1181,개방화장실,근로복지공단 여수지사,전남 여수시 문수로 125,전남 여수시 문수동 111-1,N,6,3,1,1,0,0,10,1,0,근로복지공단 여수지사,061-680-0151,09:00~18:00,Jan-17,,,,,,,,,,
1182,개방화장실,여수고용노동지청,전남 여수시 웅천북로 33,전남 여수시 웅천동 1645,N,2,3,0,1,0,0,3,0,0,여수고용노동지청,061-650-0116,09:00~18:00,Jan-14,,,,,,,,,,
1183,개방화장실,여수세관,전남 여수시 웅천북로 39,전남 여수시 웅천동 1646,N,2,2,1,0,0,0,2,1,0,여수세관,061-660-8623,09:00~18:00,Jan-09,,,,,,,,,,
1184,개방화장실,여수세무서,전남 여수시 좌수영로 948-5,전남 여수시 봉계동 726-36,N,2,3,1,1,0,0,4,1,0,여수세무서,061-688-0245,08:00~20:00,Jan-05,,,,,,,,,,
1185,개방화장실,연안여객선터미널,전남 여수시 여객선터미널길17,전남 여수시 교동 682-1,N,6,8,1,0,0,0,12,1,0,여수광양항만관리㈜,061-810-0120,05:30~18:30,Jan-10,,,,,,,,,,
1186,개방화장실,엑스포여객선터미널,전남 여수시 엑스포대로 320-66,전남 여수시 덕충동 1998,N,2,2,1,0,0,0,6,1,0,여수광양항만관리㈜,061-810-0151,09:00~익일02:00,Jan-12,,,,,,,,,,
1187,개방화장실,여수공항,전남 여수시 율촌면 여순로 386,전남 여수시 율촌면 신풍리 979,N,19,27,3,0,0,0,25,3,0,한국공항공사 여수공항,061-689-6314,08:00~19:00,Jan-87,,,,,,,,,,
1188,개방화장실,여수엑스포역,전남 여수시 망양로 2,전남 여수시 덕충동 61-7,N,2,3,0,0,1,0,6,6,0,여수엑스포역,061-663-7788,24시간,Jan-09,,,,,,,,,,
1189,개방화장실,여천역,전남 여수시 시청로 200,전남 여수시 여천동 903-19,N,1,2,3,1,0,0,6,1,0,여천역,061-684-7785,24시간,Jan-11,,,,,,,,,,
1190,개방화장실,남면파출소,전남 여수시 남면 금오로 870,전남 여수시 남면 우학리 693-1,N,1,1,1,0,0,0,1,0,0,여수경찰서,061-660-8323,24시간,Jan-95,,,,,,,,,,
1191,개방화장실,남산파출소,전남 여수시 남산북10길 2,전남 여수시 남산동 759-2,N,1,1,0,0,0,0,1,0,0,여수경찰서,061-660-8324,24시간,Jan-11,,,,,,,,,,
1192,개방화장실,돌산파출소,"전남 여수시 돌산읍 돌산로 1253-8 (군내리, 돌산치안센터)",전남 여수시 돌산읍 군내리 349,N,1,1,0,0,0,0,1,0,0,여수경찰서,061-660-8325,24시간,Jan-96,,,,,,,,,,
1193,개방화장실,만흥파출소,"전남 여수시 망양로 221 (만흥동, 만흥파출소)",전남 여수시 만흥동 95-8,N,1,1,0,0,0,0,1,0,0,여수경찰서,061-660-8326,24시간,Jan-01,,,,,,,,,,
1194,개방화장실,삼산파출소,"전남 여수시 삼산면 거문길 26-8 (거문리, 삼산파출소)",전남 여수시 삼산면 거문리 126,N,1,1,1,0,0,0,1,0,0,여수경찰서,061-660-8327,24시간,Jan-94,,,,,,,,,,
1195,개방화장실,신기파출소,"전남 여수시 새터로 31 (신기동, 신기지구대)",전남 여수시 신기동 93-4,N,1,1,1,0,0,0,1,0,0,여수경찰서,061-660-8328,24시간,Jan-90,,,,,,,,,,
1196,개방화장실,소라파출소,"전남 여수시 소라면 덕양로 452 (덕양리, 소라파출소)",전남 여수시 소라면 덕양리 1306-3,N,1,1,1,0,0,0,1,0,0,여수경찰서,061-660-8329,24시간,Jan-92,,,,,,,,,,
1197,개방화장실,중앙파출소,"전남 여수시 수정2길 14 (수정동, 중앙동치안센터)",전남 여수시 수정동 467,N,2,2,1,0,0,0,1,0,0,여수경찰서,061-660-8330,24시간,Jan-09,,,,,,,,,,
1198,공중화장실,흥국사(저수지 옆),전남 여수시 중흥동 산 193,전남 여수시 중흥동 산 193,N,1,2,0,0,0,0,2,0,0,여수시(문화예술과),061-659-4758,24시간,Jan-98,,,,,,,,,,
1199,공중화장실,흥국사(매표소 옆),전남 여수시 흥국사길 160,전남 여수시 중흥동 26,N,3,7,1,1,0,0,3,1,0,여수시(문화예술과),061-659-4758,24시간,Jan-86,,,,,,,,,,
1200,공중화장실,흥국사(체육시설 옆),전남 여수시 중흥동 21,전남 여수시 중흥동 21,N,3,2,0,1,0,0,4,0,0,여수시(문화예술과),061-659-4758,24시간,Jan-92,,,,,,,,,,
1201,공중화장실,진남관(유물전시관),전남 여수시 군자동 480,전남 여수시 군자동 480,N,2,3,1,1,0,0,4,1,0,여수시(문화예술과),061-659-4758,09:00~18:00,Jan-01,,,,,,,,,,
1202,공중화장실,충민사(사당),전남 여수시 충민사길 52-23,전남 여수시 덕충동 1829(충민사),N,3,2,1,1,0,0,5,1,0,여수시(문화예술과),061-659-4758,24시간,Jan-80,,,,,,,,,,
1203,공중화장실,충민사(유물전시관),전남 여수시 충민사길 52-23,전남 여수시 덕충동 1829(충민사),N,1,2,1,0,0,0,2,0,0,여수시(문화예술과),061-659-4758,09:00~18:00,Jan-04,,,,,,,,,,
1204,공중화장실,이순신대교 전망대,전남 여수시 묘도7길 110 (묘도동),전남 여수시 묘도동 2020,N,2,7,1,0,1,1,9,1,0,여수시(도로시설관리과),061-659-5121,24시간,Jan-19,,,,,,,,,,
1205,공중화장실,여수문 쉼터 화장실,전남 여수시 소라면 대포리 산122-13,전남 여수시 소라면 대포리 산122-13,N,1,1,1,0,0,0,1,1,0,여수시(도로시설관리과),061-659-5120,24시간,Jan-19,,,,,,,,,,
1206,공중화장실,대포쉼터 화장실,전남 여수시 소라면 대포리 산121-9,전남 여수시 소라면 대포리 산121-9,N,1,1,0,0,0,0,2,0,0,여수시(도로시설관리과),061-659-5121,24시간,Jan-13,,,,,,,,,,
1207,공중화장실,국동항내화장실,전남 여수시 봉산동 100-13,전남 여수시 봉산동 100-13,N,2,2,0,0,0,0,4,1,0,여수시(섬자원개발과),061-659-3990,24시간,Jan-16,,,,,,,,,,
1208,공중화장실,어항단지 입구화장실,전남 여수시 봉산동 96-6,전남 여수시 봉산동 96-6,N,1,1,0,0,0,0,5,0,0,여수시(섬자원개발과),061-659-3990,24시간,Jan-12,,,,,,,,,,
1209,공중화장실,삼룡조선소옆,전남 여수시 신월동 112-64,전남 여수시 신월동 112-64,N,1,1,0,0,0,0,5,1,0,여수시(섬자원개발과),061-659-3990,24시간,Jan-12,,,,,,,,,,
1210,공중화장실,우학터미널,"전남 여수시 남면 금오로 889 (우학리, 남면여객선터미널)",전남 여수시 남면 우학리 700-8,N,2,3,0,0,0,0,5,0,0,여수시(섬자원개발과),061-659-3993,24시간,Jan-12,,,,,,,,,,
1211,공중화장실,직포항화장실,전남 여수시 남면 두모리 945-17,전남 여수시 남면 두모리 945-17,N,2,2,0,0,0,0,4,1,0,여수시(섬자원개발과),061-659-1202,24시간,Jan-12,,,,,,,,,,
1212,공중화장실,한일관옆 화장실,전남 여수시 봉산남9길 30-12 (봉산동),전남 여수시 봉산동 100-20,N,1,0,0,0,0,0,5,1,0,여수시(섬자원개발과),061-659-3990,09:00~18:00,Jan-12,,,,,,,,,,
1213,공중화장실,신월동넙너리,전남 여수시 신월5길 41 (신월동),전남 여수시 신월동 120-46,N,2,2,0,0,0,0,4,1,0,여수시(섬자원개발과),061-659-3990,24시간,Jan-16,,,,,,,,,,
1214,공중화장실,백야선착장 화장실,전남 여수시 화정면 백야리 51-3,전남 여수시 화정면 백야리 51-3,N,2,2,0,0,0,0,4,0,0,여수시(섬자원개발과),061-659-3982,09:00~18:00,Jan-12,,,,,,,,,,
1215,공중화장실,송여자화장실,전남 여수시 화정면 송여자길 48,전남 여수시 화정면 여자리 282,N,2,2,0,0,0,0,4,1,0,여수시(섬자원개발과),061-659-3982,08:00~19:00,Jan-15,,,,,,,,,,
1216,공중화장실,여석대합실,"전남 여수시 화정면 여석길 63-15 (개도리, 대합실)",전남 여수시 화정면 개도리 1447-15,N,2,2,0,0,0,0,3,0,0,여수시(섬자원개발과),061-659-3982,08:00~19:00,Jan-13,,,,,,,,,,
1217,개방화장실,돌산체육관,전남 여수시 돌산읍 강남로 18 (우두리),전남 여수시 돌산읍 우두리 1117-3,N,4,6,0,0,0,0,4,0,0,여수시(체육지원과),061-)659-1052,09:00~ 18:00,Jan-97,,,,,,,,,,
1218,개방화장실,진모축구장 화장실,전남 여수시 돌산읍 강남해안로 196 (우두리),전남 여수시 돌산읍 1181,N,1,3,0,0,0,0,2,0,0,여수시(체육지원과),061-)659-1052,24시간,Jan-09,,,,,,,,,,
1219,개방화장실,흥국체육관,"전남 여수시 선소로 93 (학동, 여수흥국체육관)",전남 여수시 학동 79,N,4,5,0,0,0,0,5,0,0,여수시(체육지원과),061-)659-4697,07:00~ 18:00,Jan-88,,,,,,,,,,
1220,개방화장실,망마관리팀 사무실옆,전남 여수시 여천체육공원길 49,전남 여수시 시전동 109,N,3,3,0,0,0,0,4,0,0,여수시(체육지원과),061-)659-4667,07:00~ 18:00,Jan-96,,,,,,,,,,
1221,개방화장실,망마관리팀 사무실위층,전남 여수시 여천체육공원길 49,전남 여수시 시전동 109,N,6,7,0,0,0,0,10,0,0,여수시(체육지원과),061-)659-4667,07:00~ 18:00,Jan-97,,,,,,,,,,
1222,개방화장실,"직1문
(시립합창단)",전남 여수시 여천체육공원길 49,전남 여수시 시전동 109,N,3,8,0,0,0,0,7,0,0,여수시(체육지원과),061-)659-4667,24시간,Jan-98,,,,,,,,,,
1223,개방화장실,"직2문
(시립국악단)",전남 여수시 여천체육공원길 49,전남 여수시 시전동 109,N,6,7,0,0,0,0,9,0,0,여수시(체육지원과),061-)659-4667,24시간,Jan-99,,,,,,,,,,
1224,개방화장실,"직3문
(복싱연합회)",전남 여수시 여천체육공원길 49,전남 여수시 시전동 109,N,5,7,0,0,0,0,11,0,0,여수시(체육지원과),061-)659-4667,24시간,Jan-00,,,,,,,,,,
